"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"404",1357252857,"AG327X","NJ","PAS","12/13/2001",46,"DELV","STERL","X",13,13,13,949786,"0013","0000","0531P","","NY","F","285","3RD AVE","BBBBBBB","ALL","ALL","WHITE",0
"405",1357247096,"52822JJ","NY","COM","12/13/2001",45,"DELV","MERCU","X",13,13,13,948239,"0013","0000","1147A","","NY","O","517","2ND AVE","BBBBBBB","ALL","ALL","GREEN",2004
"406",1357242311,"50608JT","NY","COM","12/13/2001",46,"VAN","DODGE","X",13,13,13,951513,"0013","0000","0701P","","NY","F","455","1 AVE","BBBBBBB","ALL","ALL","WHITE",2005
"407",1357248039,"EGGBJE","NJ","PAS","12/15/2001",14,"SUBN","CHEVR","X",13,13,13,949419,"0013","0000","0644P","","NY","F","110","E 28 ST","BBBBBBB","ALL","ALL","BK",0
"411",1360466976,"FHJ6952","NY","PAS","12/22/2001",40,"SDN","","X",1,1,1,953381,"0001","0000","0111P","","NY","F","393","W BROADWAY","BBBBBBB","ALL","ALL","GY",2011
"412",1360451857,"EJS5921","NY","PAS","12/22/2001",40,"SDN","BMW","X",1,1,1,953582,"0001","0000","0120P","","NY","F","99","WOOSTER","BBBBBBB","ALL","ALL","BLK",2011
"414",1365460629,"J30ATN","NJ","PAS","12/23/2001",20,"SDN","NISSA","X",6,6,6,950363,"0006","0000","0112A","0110A","NY","O","158","BLEECKER ST","BBBBBBB","ALL","ALL","BLACK",0
"416",1356366200,"63098JM","NY","COM","12/23/2001",47,"VAN","GMC","X",10,10,10,895496,"0010","0000","1236P","","NY","F","250","W 16 ST","YYYYYYB","0700A","0700P","BRN",1996
"420",1364563861,"1076732","IN","PAS","12/27/2001",19,"DELV","FRUEH","X",19,19,19,951805,"0019","0000","1030A","","NY","F","1190","3 AVE","BBBBBBB","ALL","ALL","BLUE",0
"422",1353291959,"EUG9804","NY","PAS","12/29/2001",14,"SDN","HONDA","P",7,7,420,922207,"0420","0000","1225A","","NY","O","176","LUDLOW ST","YBBYBBY","1100P","0600A","BK",2006
"423",1365684921,"91660MC","NY","COM","12/30/2001",19,"DELV","FRUEH","P",25,25,25,949011,"0025","0000","0405P","","NY","F","1831","MADISON","BBBBBBB","ALL","ALL","BROWN",2012
"424",1360447647,"62462JM","NY","COM","12/30/2001",14,"DELV","INTER","P",1,1,1,930794,"0001","0000","0619P","","NY","F","20","PIKE ST","BBBBBBB","ALL","ALL","BROWN",1997
"427",1361854340,"78509MB","NY","COM","12/31/2001",46,"VAN","CHEVR","P",20,20,20,947912,"0020","0000","0250P","","NY","O","32","W 82 ST","BBBBBBB","ALL","ALL","BLUE",2005
"428",1365347461,"T612521C","NY","999","05/05/2002",48,"","TOYOT","P",5,5,5,951228,"0005","0000","0817P","","NY","F","96","E BROADWAY","BBBBBBB","ALL","ALL","SILVE",0
"431",1361840730,"348627","IN","PAS","09/30/2002",46,"TRLR","","X",24,24,24,940370,"0024","0000","0720A","","NY","F","2446","BROADWAY","BBBBBBB","ALL","ALL","",0
"432",1359225249,"9L35A","NY","SRF","10/17/2002",20,"TAXI","TOYOT","X",18,18,18,933423,"0018","0000","1210A","","NY","F","250","PARK AVE","BBBBBBB","ALL","ALL","YELLO",2011
"433",1359225158,"1N19H","NY","SRF","10/17/2002",20,"TAXI","FORD","X",18,18,18,933423,"0018","0000","1210A","","NY","F","250","PARK AVE","BBBBBBB","ALL","ALL","YELLO",2012
"439",1359928455,"2144689","IN","PAS","08/16/2003",47,"VAN","FRUEH","P",17,17,401,915560,"0401","0000","0711A","","NY","O","310","E 30 ST","BBBBBBB","0700A","0700P","WH",0
"444",1361265528,"64534MC","NY","COM","09/27/2003",38,"VAN","FRUEH","X",14,14,161,952736,"0161","0000","0106P","","NY","O","215","W 43 ST","BBBBBBB","ALL","ALL","WHITE",0
"446",1359225031,"U96BZR","NJ","PAS","10/01/2003",14,"SDN","HONDA","P",18,18,18,932494,"0018","0000","1148P","","NY","F","1335","6TH AVE","BBBBBBB","ALL","ALL","SLV",0
"448",1350926826,"35252MB","NY","COM","10/03/2003",46,"DELV","FRUEH","P",28,28,28,938569,"0028","0000","0604P","","NY","F","1947","7 AVE","BBBBBBB","ALL","ALL","BROWN",2012
"452",1356360233,"41845JX","NY","COM","10/06/2003",14,"VAN","GMC","P",10,10,10,940843,"0010","0000","0117A","","NY","O","606","W 28 ST","BBBBBBB","1100P","0600A","WHITE",0
"456",1359536279,"AE48564","AZ","PAS","10/15/2003",78,"DELV","FORD","P",25,25,26,915956,"0026","0000","1234A","","NY","F","367","WEST 123 ST","BBBBBBB","0900P","0500A","WHITE",0
"457",1353866087,"B38CWF","NJ","PAS","11/04/2003",19,"","HONDA","P",14,14,401,916404,"0401","0000","0310P","0308P","NY","F","19","E 34TH ST","BBBBBBB","ALL","ALL","BK",0
"464",1359143816,"56607JX","NY","COM","12/05/2003",40,"DELV","MERCU","P",18,18,18,904597,"0018","0000","0640A","","NY","F","2","E 58 ST","BBBBBBB","ALL","ALL","",0
"470",1363017251,"49784JG","NY","COM","12/24/2003",20,"DELV","GMC","P",7,7,7,930986,"0007","0000","0429P","","NY","F","122","ORCHAND ST","YYYYYYY","0  :","0  :","BN",1987
"477",1358578382,"51583JL","NY","COM","01/02/2004",20,"VAN","DODGE","P",19,19,19,932845,"0019","0000","0959A","","NY","F","930","5 AVE","YYYYYBB","0700A","0400P","WH",0
"482",1358989060,"K48CMJ","NJ","PAS","01/12/2004",14,"SUBN","AUDI","P",14,14,14,951277,"0014","0000","0920P","","NY","F","3","WEST 31 ST ST","YYYYYYY","0  :","0  :","GREY",0
"485",1366095844,"33382JB","NY","COM","01/29/2004",47,"","FORD","P",19,19,401,937348,"0401","0000","0240P","","NY","","","W/S  8TH  AVE","YYYYYYB","0700A","0700P","RED",1995
"489",1361024343,"48657JV","NY","COM","01/31/2004",74,"DELV","","P",17,17,17,943598,"0017","0000","0817A","0817A","NY","O","585","3 AVE","BBBBBBB","ALL","ALL","WHT",2007
"490",1358954331,"XARH21","NJ","PAS","01/31/2004",46,"DELV","FRUEH","P",18,18,401,918369,"0401","0000","0327P","","NY","O","509","MADISON AVE","BBBBBBB","ALL","ALL","YL",0
"491",1357263089,"72842MB","NY","COM","01/31/2004",20,"VAN","FORD","P",13,13,13,950857,"0013","0000","0410P","","NY","F","1","WEST 15 STREET","YYYYYYY","0  :","0  :","WHITE",2007
"492",1353903461,"49793JG","NY","COM","01/31/2004",19,"VAN","GMC","P",1,1,401,924345,"0401","0000","0319P","","NY","F","383","BROADWAY","BBBBBBB","ALL","ALL","BRN",1988
"494",1359010488,"86415PA","NY","999","02/03/2004",46,"DELV","MACK","X",14,14,161,955084,"0161","0000","0847P","","NY","F","686","8TH AVE","BBBBBBB","ALL","ALL","WHITE",0
"497",1358994353,"63685JM","NY","COM","02/11/2004",37,"DELV","GMC","P",14,14,14,947226,"0014","0000","0445A","","NY","O","27","W 35 ST","BBBBBBB","0  :","0  :","BRN",1987
"498",1365718610,"EWG4346","NY","PAS","02/11/2004",46,"SUBN","FORD","X",25,25,162,955234,"0162","0000","1102P","","NY","F","1777","MADISON AVENUE","BBBBBBB","ALL","ALL","BEIGE",2001
"500",1366119046,"68091JZ","NY","COM","02/11/2004",19,"DELV","HINO","P",79,79,401,914546,"0401","0000","1057A","","NY","F","1490","BEDFORD AVE","YYYYYYY","0  :P","0  :A","WHITE",2010
"501",1366074658,"50677JT","NY","COM","02/11/2004",46,"VAN","CHEVR","P",7,7,7,927636,"0007","0000","1127A","","NY","F","175","CLINTON ST","BBBBBBB","ALL","ALL","WHITE",1995
"518",1367649316,"63505JM","NY","COM","04/02/2004",46,"DELV","MERCU","P",19,19,19,932402,"0019","0000","1218P","","NY","O","1325","3 AVE","BBBBBBB","ALL","ALL","BRN",2001
"525",1369488890,"GMR1401","NY","PAS","04/19/2004",19,"SUBN","MAZDA","P",14,14,14,939542,"0014","0000","0825A","","NY","F","1","WEST 34 STREET","BBBBBBB","ALL","ALL","GREEN",0
"528",1367944466,"41398MC","NY","COM","04/22/2004",46,"VAN","FORD","P",19,19,401,905812,"0401","0000","0202P","","NY","F","1562","3RD AVE","YYYYYYY","ALL","ALL","WH",2011
"529",1369117670,"GGJ5574","NY","PAS","04/23/2004",40,"SDN","VOLVO","P",33,33,162,953762,"0162","0000","0836P","0831P","NY","F","3908","BROADWAY","BBBBBBB","ALL","ALL","BK",2002
"531",1362721116,"4K49B","NY","SRF","04/28/2004",17,"SDN","FORD","X",10,10,10,942778,"0010","0000","0137A","1230A","NY","O","303","10TH AVE","BBBBBBB","ALL","ALL","YELLO",2009
"532",1367680542,"12820KA","NY","COM","05/01/2004",46,"VAN","FORD","P",28,28,162,954092,"0162","0000","0132P","","NY","O","253","W 125 ST","BBBBBBB","ALL","ALL","WH",2009
"533",1351388770,"68815MC","NY","COM","05/01/2004",20,"VAN","FORD","P",5,5,5,946574,"0005","0000","0435P","","NY","F","41","ELIZABETH ST","YYYYYBB","0800A","0600P","BLUE",2001
"534",1368912862,"87955JW","NY","COM","05/03/2004",21,"VAN","CHEVR","S",33,33,0,903530,"MN12","0000","0820A","","NY","O","4009","BROADWAY","YYYYYYB","0800A","0830A","WHITE",0
"536",1363454808,"GHP8688","NY","PAS","05/05/2004",21,"SUBN","BMW","T",9,9,0,355290,"SICA","0000","1131A","","NY","F","713","E 5TH ST","YBBYBBB","1100A","1230P","GRN",1995
"538",1368912680,"GEL1752","NY","PAS","05/07/2004",21,"SDN","TOYOT","S",34,34,0,533275,"MW12","0000","0840A","","NY","F","571","W 181 ST","YYYYYYB","0800A","0830A","WHT",1997
"539",1356844765,"13RY10","NY","MOT","05/10/2004",70,"","VESPA","P",6,6,6,920887,"0006","0000","0425P","","NY","F","380","12TH ST","BBBBBBB","ALL","ALL","GY",0
"541",1369623616,"FLC1570","NY","PAS","05/13/2004",20,"SUBN","HYUND","P",7,7,7,948575,"0007","0000","1250A","","NY","F","162","ORCHARD ST","BYBYBYB","1200A","0300A","RED",2003
"545",1359509823,"EGR3484","NY","PAS","09/24/2004",67,"SUBN","VOLVO","P",34,34,34,942053,"0034","0000","0150A","","NY","O","","WEST SIDE OF OVERLOO","BBBBBBB","ALL","ALL","BLUE",2004
"549",1367321207,"FTH3136","NY","PAS","03/03/2005",74,"SDN","KIA","P",6,6,6,940010,"0006","0000","1248A","","NY","F","20","UNIVERSITY","BBBBBBB","ALL","ALL","GY",2031
"553",1359510229,"GGR9882","NY","PAS","09/10/2005",46,"SDN","","P",34,34,34,889248,"0034","0000","0425P","","NY","F","4474","BROADWAY","BBBBBBB","ALL","ALL","BK",2010
"555",1294725385,"WRN2505","VA","PAS","12/22/2005",17,"SUBN","HONDA","P",20,20,860,932228,"0860","0000","0256P","","NY","O","1","CENTRAL PARK WEST","BBBBBBB","ALL","ALL","GRAY",0
"556",1351269355,"AP396T","NJ","PAS","04/04/2006",19,"TRLR","FRUEH","P",18,18,18,948626,"0018","0000","0915P","","NY","F","640","5 AVE","BBBBBBB","ALL","ALL","WHITE",0
"562",1351433982,"GGN9480","NY","PAS","07/25/2006",14,"SDN","BMW","P",5,5,5,950590,"0005","0000","0820P","","NY","F","74A","MOTT ST","BBBBBBB","ALL","ALL","WH",2006
"568",1358998966,"F44CNX","MA","PAS","02/14/2007",38,"SUBN","NISSA","P",14,14,14,950800,"0014","0000","0541P","","NY","F","325","5TH AVE","BBBBBBB","0  :","0  :","GREY",0
"572",1345663006,"ENF1713","NY","PAS","08/09/2007",24,"SDN","NISSA","P",7,7,804,938887,"0804","0000","1045A","","NY","","","B/O 75 COLUMBUS AVE","BBBBBBB","ALL","ALL","WHITE",2009
"573",1358118292,"41940JM","NY","COM","08/16/2007",14,"VAN","GMC","P",1,1,1,941253,"0001","0000","0455P","","NY","F","1","BATTERY PARK PLAZA","BBBBBBB","ALL","ALL","WHITE",1995
"577",1357257776,"PZ3CSC","NJ","PAS","12/07/2007",17,"SDN","NISSA","P",13,13,13,932297,"0013","0000","0147A","","NY","O","14","E 28 TH ST","BBBBBBB","ALL","ALL","BLK",0
"582",1357137941,"66765MD","NY","COM","08/06/2008",46,"VAN","FORD","X",34,34,34,936299,"0034","0000","0841A","0820A","NY","F","238","SHERMAN AVE","BBBBBBB","ALL","ALL","WHITE",2013
"588",1366144259,"AF73049","PA","PAS","04/14/2009",45,"TRAC","MACK","P",17,17,17,924165,"0017","0000","0625P","","NY","F","560","2 AVE","BBBBBBB","ALL","ALL","WHT",0
"589",1345662944,"GFV8293","NY","PAS","08/09/2009",24,"SUBN","HONDA","P",9,9,804,935887,"0804","0000","1120A","","NY","","","B/O 792 FDR DRIVE","BBBBBBB","ALL","ALL","SILVE",2001
"598",1353905317,"XN378A","NJ","PAS","01/10/2010",18,"VAN","FORD","P",13,13,401,927442,"0401","0000","0214P","","NY","","","2ND AVE","YYYYYBB","02 0P","07 0P","WHITE",0
"599",1353904659,"39790MD","NY","COM","01/10/2010",46,"DELV","FORD","P",19,19,401,923739,"0401","0000","0341P","","NY","O","1283","MADISON AVE","BBBBBBB","ALL","ALL","WHITE",2021
"603",1364547181,"GKA8857","NY","PAS","01/13/2010",46,"SDN","KIA","P",34,34,34,937403,"0034","0000","0110P","","NY","F","43","SLEKLE ST","BBBBBBB","ALL","ALL","RD",2014
"606",1356401740,"63108JM","NY","COM","02/04/2010",46,"VAN","GMC","P",10,10,10,932538,"0010","0000","0714P","","NY","","","C/O W 26","BBBBBBB","ALL","ALL","BRO",1990
"607",1366098535,"49793JG","NY","COM","02/07/2010",19,"DELV","GMC","P",1,1,401,927440,"0401","0000","0210P","","NY","F","385","BROADWAY","BBBBBBB","ALL","ALL","BROWN",1988
"609",1366107202,"FGN7468","NY","PAS","02/09/2010",14,"SDN","TOYOT","P",5,5,401,935460,"0401","0000","0400P","","NY","F","85","BOWERY","BBBBBBB","0  :","0  :","GRY",2010
"612",1366094347,"AR62712","NJ","PAS","02/11/2010",18,"DELV","FRGL","P",18,18,401,917621,"0401","0000","0308P","","NY","O","470","2 AVE","BBBBBBB","ALL","ALL","WH",0
"616",1366072388,"G91BYJ","NJ","PAS","02/21/2010",20,"SDN","HONDA","P",7,7,7,949485,"0007","0000","0858P","","NY","","453","FDR DRIVE","BBBBBBB","ALL","ALL","SILVR",0
"618",1365961801,"49715JG","NY","COM","03/12/2010",21,"VAN","GMC","P",1,1,1,950628,"0001","0000","0933A","","NY","F","90","WOOSTER STREET","YYYYYBB","0800A","0600P","BROWN",1990
"628",1365341872,"GLH9880","NY","PAS","04/09/2010",67,"SUBN","ME/BE","P",5,5,5,948649,"0005","0000","0320A","","NY","O","7","OLIVER ST","BBBBBBB","ALL","ALL","BK",2007
"632",1367971743,"BB98257","NY","999","04/15/2010",18,"DELV","","P",13,13,401,927440,"0401","0000","0257P","","NY","F","381","2ND AVE","YYYYYBB","0700P","0700P","BLUE",0
"633",1363260807,"66660PA","NY","IRP","04/16/2010",47,"DELV","MERCU","P",10,10,401,904278,"0401","0000","1125A","","NY","O","293","3 AVE","YYYYYYB","0700A","0700P","WH",0
"634",1363260870,"48657JV","NY","COM","04/16/2010",47,"UTIL","FRUEH","P",10,10,401,904778,"0401","0000","0100P","","NY","F","451","3 AVE","YYYYYYB","0700A","0700P","WH",2002
"635",1367939823,"BB98254","99","COM","04/18/2010",18,"TRL","","X",13,13,401,927440,"0401","0000","0320P","","NY","F","151","7 AVE","BBBBBBB","07P","07P","",0
"636",1367971755,"XD585F","NJ","PAS","04/18/2010",18,"ARMO","INTER","P",13,13,401,927440,"0401","0000","0302P","","NY","F","149","2ND AVE","YYYYYBB","0200P","0700P","RED",0
"644",1370629382,"35409MB","NY","COM","05/08/2010",46,"VAN","W/H","P",34,34,34,923628,"0034","0000","1220P","","NY","F","195","NAGEL AV","BBBBBBB","ALL","ALL","BRW",2011
"649",1367964076,"0YA8874","99","999","05/09/2010",4,"","","P",1,1,401,927440,"0401","0000","0405P","","NY","O","","BROOME","BBBBBBB","ALL","ALL","BLACK",0
"650",1366237535,"GAK8156","NY","PAS","05/12/2010",46,"DELV","FORD","X",9,9,9,906258,"0009","0000","1235P","","NY","F","624","E 45 ST","BBBBBBB","ALL","ALL","BLUE",1998
"652",1357210760,"66730MD","NY","COM","07/10/2010",46,"VAN","FORD","P",13,13,13,948992,"0013","0000","0358P","","NY","F","313","E 18 ST","BBBBBBB","ALL","ALL","WHITE",2013
"655",1356912357,"13274PC","NY","COM","07/21/2010",46,"TRLR","","P",33,33,33,926024,"0033","0000","1053A","","NY","F","3801","BROADWAY","BBBBBBB","ALL","ALL","WHITE",2012
"656",1356493968,"EWC4863","NY","PAS","07/22/2010",71,"SDN","VOLKS","P",32,32,162,953363,"0162","0000","0445P","","NY","O","128","W 128 ST","BBBBBBB","ALL","ALL","SILVE",2006
"657",1359217861,"80105PA","NY","IRP","07/23/2010",46,"DELV","MERCU","P",18,18,18,904597,"0018","0000","1240P","","NY","F","752","10 AVE","BBBBBBB","ALL","ALL","",0
"660",1353287543,"48066MC","NY","COM","07/30/2010",14,"VAN","F L","P",10,10,420,931087,"0420","0000","0540P","","NY","O","101","W 31 ST","BBBBBBB","ALL","ALL","WHT",2002
"661",1359861798,"JDZ6327","PA","PAS","08/09/2010",46,"SUBN","JEEP","X",28,28,28,939271,"0028","0000","1009P","","NY","F","2041","7TH AVENUE","BBBBBBB","ALL","ALL","BLK",0
"662",1359861920,"GFX2766","NY","PAS","08/09/2010",46,"SDN","BMW","X",28,28,28,939271,"0028","0000","1051A","","NY","F","2041","7TH AVENUE","BBBBBBB","ALL","ALL","BLACK",0
"666",1356390912,"88410JR","NY","COM","08/23/2010",20,"VAN","GMC","P",10,10,10,946635,"0010","0000","1140A","","NY","O","365","W 19 ST","YYYYYBB","0700A","0600P","WHITE",0
"668",1360792648,"96171MA","NY","COM","09/11/2010",45,"DELV","MERCU","P",26,26,26,943293,"0026","0000","0353P","","NY","F","526","W 122 ST","BBBBBBB","ALL","ALL","BR",0
"670",1359766364,"981KVH","FL","PAS","09/21/2010",20,"SUBN","FORD","P",24,24,24,945576,"0024","0000","0535A","","NY","F","213","MANHATTAN AVE","BBBBBBB","ALL","ALL","BLUE",0
"673",1360945520,"AB68199","AZ","PAS","09/26/2010",78,"DELV","GMC","P",25,25,25,918163,"0025","0000","0116A","","NY","O","1871","PARK AVE","YYYYYYB","0100A","0500A","WHT",0
"676",1360816938,"182XH8","MA","PAS","10/02/2010",21,"SDN","SUBAR","P",5,5,5,948649,"0005","0000","0445A","","NY","F","32","EAST BROADWYA","YBYBYBB","0300A","0600A","WH",0
"677",1361505072,"2138061","NY","COM","10/04/2010",47,"FIAT","INTER","P",18,18,401,918915,"0401","0000","0710A","","NY","F","1180","6 AVE","BBBBBBB","ALL","ALL","WHITE",0
"679",1362341990,"FPS3929","NY","PAS","10/06/2010",40,"SUBN","TOYOT","P",34,34,34,943869,"0034","0000","1020A","","NY","F","128","POST AVE","BBBBBBB","ALL","ALL","",2013
"684",1351316321,"ERK2179","NY","PAS","10/10/2010",21,"VAN","HONDA","S",34,34,0,539545,"MN12","0000","1215P","","NY","F","515","WEST 183 STREET","BBBYBBB","1130A","0100P","RED",2002
"687",1360959452,"EFD1119","99","PAS","10/11/2010",19,"SUBN","BMW","P",20,20,20,945382,"0020","0000","0530A","","NY","O","1","W 72 STREET","BBBBBBB","ALL","ALL","BLACK",2011
"696",1361453382,"42747JW","NY","COM","10/16/2010",46,"","MERCU","P",17,17,401,927337,"0401","0000","1113A","","NY","O","1089","3RD AVE","BBBBBBB","ALL","ALL","",0
"697",1360086420,"A53333","99","999","10/17/2010",14,"BUS","PLEVA","P",5,5,5,999602,"0005","0000","0235P","","NY","F","197","WORTH ST","BBBBBBB","ALL","ALL","RD",0
"699",1356968302,"14482JY","NY","COM","10/24/2010",46,"VAN","FRUEH","P",33,33,33,926024,"0033","0000","1002A","","NY","F","710","W 168 STREET","BBBBBBB","ALL","ALL","WHITE",2007
"703",1272968108,"T635829C","NY","SRF","10/31/2010",21,"SDN","TOYOT","T",1,1,0,355290,"SICA","0000","1106A","","NY","F","292","DELANCEY ST","YBBYBBB","1100A","1230P","GCY",2020
"709",1353805414,"95027JM","NY","COM","12/10/2010",37,"VAN","FORD","P",14,14,420,931087,"0420","0000","0635P","","NY","","","C/O 43 ST","YYYYYYY","0  :","0  :","BK",1997
"710",1358302390,"59521MB","NY","COM","12/16/2010",46,"DELV","FR/LI","P",19,19,19,943513,"0019","0000","0706A","","NY","O","1184","3RD AVE","BBBBBBB","ALL","ALL","WHITE",2010
"712",1362053351,"65614MD","NY","COM","12/23/2010",20,"DELV","MITSU","X",6,6,6,951556,"0006","0000","0853A","","NY","F","27","WAVERLY PL","YYYYYBB","0800A","0600P","WH",2007
"713",1361845478,"GHK1302","NY","PAS","12/31/2010",20,"SDN","HONDA","P",23,23,23,923800,"0023","0000","1042A","","NY","F","332","E 115 ST","YYYYYYY","0  :","0  :","",0
"715",1353888733,"14876MB","NY","PAS","01/06/2011",19,"","MAZDA","P",1,1,401,917621,"0401","0000","0544A","","NY","F","250","BROADWAY","BBBBBBB","ALL","ALL","WH",2011
"716",1356845010,"FWY3538","NY","PAS","01/06/2011",16,"SDN","HONDA","X",18,18,410,906890,"0410","0000","0650P","","NY","O","422","W 55 ST","BBBBBBB","0700A","0700P","WH",1992
"717",1358939676,"76046JY","NY","COM","01/07/2011",46,"DELV","FRUEH","P",19,19,401,0,"0401","0000","0421P","","NY","O","1204","PARK AVE","BBBBBBB","ALL","ALL","WH",2007
"718",1358965985,"FMD4184","NY","PAS","01/08/2011",14,"SDN","NISSA","P",14,14,14,952994,"0014","0000","0628A","","NY","F","45","W 44 ST","BBBBBBB","ALL","ALL","GRAY",2011
"719",1364547119,"96170MA","NY","COM","01/09/2011",19,"VAN","","P",34,34,34,937403,"0034","0000","1048A","","NY","F","4395","BROADWAY","BBBBBBB","ALL","ALL","BROWN",2012
"721",1365330321,"FWY3803","NY","PAS","01/10/2011",71,"SUBN","CADIL","P",5,5,5,948649,"0005","0000","0452A","","NY","F","53","STANTON","YYYYYYY","0  :","0  :","BK",2005
"722",1364580871,"TMP3475","NY","PAS","01/11/2011",40,"VAN","DODGE","P",33,33,162,955653,"0162","0000","0925P","0920P","NY","F","517","W 160TH ST","BBBBBBB","ALL","ALL","BL",2005
"725",1353873262,"3511271","99","999","01/11/2011",19,"P-U","","P",20,20,401,894955,"0401","0000","0936A","","NY","F","161","AMSTERDAM AVE","YYYYYYY","ALL","ALL","GV",0
"727",1353514596,"DFB1622","NY","PAS","01/12/2011",71,"SDN","HONDA","P",6,6,420,910683,"0420","0000","0955P","","NY","O","207","W 10ST","YYYYYYY","0  :","0  :","GARY",2006
"728",1354411912,"EPS4905","NY","PAS","01/12/2011",19,"TWOD","BMW","P",32,32,806,942389,"0806","0000","1048A","","NY","F","2790","8TH AVE","YYYYYYY","0  :","0  :","WHITE",2014
"729",1364589242,"35210MB","NY","COM","01/13/2011",19,"DELV","FRUEH","P",23,23,23,931378,"0023","0000","0111P","","NY","","2095","3RD AVE","BBBBBBB","ALL","0  :A","BROWN",0
"731",1358910637,"37718JE","99","COM","01/13/2011",46,"","FRUEH","P",1,1,401,923913,"0401","0000","0323P","","NY","O","34","WATERS","YYYYYYY","ALL","ALL","WH",2002
"733",1360802472,"YYZ66S1","NJ","PAS","01/16/2011",21,"SUBN","TOYOT","P",5,5,5,929885,"0005","0000","0306A","","NY","F","55","E.BROADWAY","BYBYBYB","0300A","0600A","BLK",0
"735",1365562920,"62990JM","NY","COM","01/22/2011",14,"DELV","GMC","P",18,18,18,922640,"0018","0000","1150A","","NY","F","48","W 48","BBBBBBB","ALL","ALL","BN",1986
"736",1358615196,"32737JZ","NY","COM","01/23/2011",46,"VAN","WORK","X",28,28,28,945941,"0028","0000","0620P","","NY","O","121","ST NICHOLAS AVE","BBBBBBB","ALL","ALL","BROWN",2009
"737",1361021056,"WWD9619","99","PAS","01/23/2011",19,"SUBN","NISSA","P",17,17,17,942631,"0017","0000","0007A","","NY","F","617","2 AVE","BBBBBBB","ALL","ALL","WH",0
"740",1356591942,"GAW380","VT","PAS","01/29/2011",20,"SDN","DODGE","T",78,78,504,331639,"T504","0000","0635P","","NY","F","718","ATLANTIC AVE","YYYYYBB","0600A","1200A","GR",0
"742",1366904734,"5UGZ110","CA","PAS","01/30/2011",21,"SUBN","NISSA","P",26,26,26,942819,"0026","0000","1106A","","NY","F","189","CLAREMONT AVE","BBBYBBB","1100A","1230P","BLACK",0
"749",1365718141,"ZDP532","NJ","PAS","02/04/2011",98,"SUBN","ME/BE","P",24,24,24,947215,"0024","0000","1147P","","NY","","211","W 101 ST","BBBBBBB","ALL","ALL","BLACK",0
